Fecha,Compra_of,Venta_of
30/11/2004,"2,93","2,96"
29/11/2004,"2,93","2,96"
26/11/2004,"2,92","2,96"
25/11/2004,"2,93","2,96"
24/11/2004,"2,93","2,96"
23/11/2004,"2,93","2,96"
22/11/2004,"2,94","2,97"
19/11/2004,"2,93","2,96"
18/11/2004,"2,92","2,95"
17/11/2004,"2,92","2,96"
16/11/2004,"2,93","2,96"
15/11/2004,"2,94","2,97"
12/11/2004,"2,94","2,98"
11/11/2004,"2,95","2,98"
10/11/2004,"2,95","2,98"
9/11/2004,"2,95","2,98"
8/11/2004,"2,95","2,98"
5/11/2004,"2,95","2,98"
4/11/2004,"2,94","2,98"
3/11/2004,"2,94","2,97"
2/11/2004,"2,94","2,97"
1/11/2004,"2,95","2,98"
29/10/2004,"2,96","2,99"
28/10/2004,"2,96","2,99"
27/10/2004,"2,96","2,99"
26/10/2004,"2,95","2,99"
25/10/2004,"2,95","2,99"
22/10/2004,"2,95","2,98"
21/10/2004,"2,94","2,98"
20/10/2004,"2,95","2,98"
19/10/2004,"2,94","2,98"
18/10/2004,"2,95","2,98"
15/10/2004,"2,96","2,99"
14/10/2004,"2,96","2,99"
13/10/2004,"2,96","2,99"
12/10/2004,"2,95","2,98"
8/10/2004,"2,95","2,99"
7/10/2004,"2,96","2,99"
6/10/2004,"2,96","2,99"
5/10/2004,"2,96","2,99"
4/10/2004,"2,96","2,99"
1/10/2004,"2,97",3
30/09/2004,"2,97",3
29/09/2004,"2,97",3
28/09/2004,"2,98","3,01"
27/09/2004,"2,98","3,01"
24/09/2004,"2,98","3,02"
23/09/2004,"2,98","3,01"
22/09/2004,"2,99","3,02"
21/09/2004,"2,99","3,02"
20/09/2004,"2,98","3,01"
17/09/2004,"2,98","3,02"
16/09/2004,"2,97",3
15/09/2004,"2,97",3
14/09/2004,"2,98","3,01"
13/09/2004,"2,99","3,02"
10/9/2004,3,"3,03"
9/9/2004,"2,99","3,02"
8/9/2004,"2,98","3,01"
7/9/2004,"2,98","3,01"
6/9/2004,"2,98","3,01"
3/9/2004,"2,99","3,02"
2/9/2004,"2,99","3,02"
1/9/2004,"2,99","3,02"
31/08/2004,"2,99","3,02"
30/08/2004,"2,99","3,03"
27/08/2004,3,"3,03"
26/08/2004,"2,99","3,02"
25/08/2004,"2,98","3,01"
24/08/2004,"2,99","3,02"
23/08/2004,"2,99","3,02"
20/08/2004,"2,99","3,03"
19/08/2004,"2,99","3,02"
18/08/2004,3,"3,03"
17/08/2004,"2,99","3,03"
13/08/2004,3,"3,03"
12/8/2004,3,"3,03"
11/8/2004,"3,01","3,04"
10/8/2004,3,"3,04"
9/8/2004,"3,02","3,06"
6/8/2004,"3,04","3,08"
5/8/2004,"3,02","3,06"
4/8/2004,3,"3,03"
3/8/2004,"2,97","3,01"
2/8/2004,"2,97",3
30/07/2004,"2,96","2,99"
29/07/2004,"2,96","2,99"
28/07/2004,"2,96","2,99"
27/07/2004,"2,95","2,99"
26/07/2004,"2,95","2,99"
23/07/2004,"2,95","2,98"
22/07/2004,"2,94","2,97"
21/07/2004,"2,94","2,97"
20/07/2004,"2,93","2,97"
19/07/2004,"2,93","2,97"
16/07/2004,"2,93","2,96"
15/07/2004,"2,93","2,97"
14/07/2004,"2,93","2,96"
13/07/2004,"2,94","2,97"
12/7/2004,"2,94","2,97"
8/7/2004,"2,94","2,97"
7/7/2004,"2,93","2,96"
6/7/2004,"2,93","2,96"
5/7/2004,"2,92","2,96"
2/7/2004,"2,93","2,96"
1/7/2004,"2,94","2,97"
30/06/2004,"2,94","2,97"
29/06/2004,"2,94","2,98"
28/06/2004,"2,94","2,97"
25/06/2004,"2,94","2,97"
24/06/2004,"2,93","2,96"
23/06/2004,"2,93","2,97"
22/06/2004,"2,95","2,98"
18/06/2004,"2,95","2,98"
17/06/2004,"2,94","2,97"
16/06/2004,"2,94","2,97"
15/06/2004,"2,94","2,97"
14/06/2004,"2,95","2,98"
11/6/2004,"2,95","2,99"
10/6/2004,"2,95","2,98"
9/6/2004,"2,94","2,98"
8/6/2004,"2,95","2,98"
7/6/2004,"2,94","2,98"
4/6/2004,"2,95","2,98"
3/6/2004,"2,94","2,98"
2/6/2004,"2,93","2,96"
1/6/2004,"2,94","2,98"
31/05/2004,"2,94","2,98"
28/05/2004,"2,94","2,98"
27/05/2004,"2,94","2,98"
26/05/2004,"2,94","2,97"
24/05/2004,"2,94","2,97"
21/05/2004,"2,93","2,97"
20/05/2004,"2,92","2,96"
19/05/2004,"2,9","2,93"
18/05/2004,"2,9","2,93"
17/05/2004,"2,89","2,93"
14/05/2004,"2,89","2,93"
13/05/2004,"2,9","2,94"
12/5/2004,"2,9","2,93"
11/5/2004,"2,88","2,92"
10/5/2004,"2,9","2,94"
7/5/2004,"2,9","2,94"
6/5/2004,"2,87","2,9"
5/5/2004,"2,85","2,88"
4/5/2004,"2,84","2,87"
3/5/2004,"2,83","2,86"
30/04/2004,"2,83","2,86"
29/04/2004,"2,84","2,88"
28/04/2004,"2,83","2,87"
27/04/2004,"2,82","2,85"
26/04/2004,"2,82","2,86"
23/04/2004,"2,84","2,87"
22/04/2004,"2,85","2,88"
21/04/2004,"2,83","2,87"
20/04/2004,"2,82","2,85"
19/04/2004,"2,81","2,84"
16/04/2004,"2,8","2,84"
15/04/2004,"2,8","2,84"
14/04/2004,"2,8","2,84"
13/04/2004,"2,8","2,83"
12/4/2004,"2,79","2,83"
7/4/2004,"2,79","2,83"
6/4/2004,"2,82","2,86"
2/4/2004,"2,84","2,87"
1/4/2004,"2,84","2,87"
31/03/2004,"2,84","2,88"
30/03/2004,"2,84","2,88"
29/03/2004,"2,86","2,9"
26/03/2004,"2,87","2,9"
25/03/2004,"2,87","2,9"
24/03/2004,"2,86","2,9"
23/03/2004,"2,85","2,89"
22/03/2004,"2,85","2,89"
19/03/2004,"2,87","2,91"
18/03/2004,"2,87","2,91"
17/03/2004,"2,88","2,91"
16/03/2004,"2,89","2,92"
15/03/2004,"2,9","2,93"
12/3/2004,"2,9","2,93"
11/3/2004,"2,9","2,93"
10/3/2004,"2,89","2,93"
9/3/2004,"2,89","2,93"
8/3/2004,"2,92","2,96"
5/3/2004,"2,92","2,95"
4/3/2004,"2,9","2,94"
3/3/2004,"2,9","2,93"
2/3/2004,"2,9","2,94"
1/3/2004,"2,9","2,93"
27/02/2004,"2,91","2,94"
26/02/2004,"2,91","2,94"
25/02/2004,"2,9","2,94"
24/02/2004,"2,91","2,94"
23/02/2004,"2,91","2,94"
20/02/2004,"2,92","2,95"
19/02/2004,"2,92","2,95"
18/02/2004,"2,91","2,95"
17/02/2004,"2,9","2,94"
16/02/2004,"2,9","2,94"
13/02/2004,"2,9","2,94"
12/2/2004,"2,91","2,95"
11/2/2004,"2,92","2,96"
10/2/2004,"2,91","2,94"
9/2/2004,"2,91","2,95"
6/2/2004,"2,93","2,97"
5/2/2004,"2,93","2,97"
4/2/2004,"2,91","2,95"
3/2/2004,"2,9","2,94"
2/2/2004,"2,91","2,95"
30/01/2004,"2,9","2,94"
29/01/2004,"2,92","2,96"
28/01/2004,"2,9","2,93"
27/01/2004,"2,88","2,92"
26/01/2004,"2,89","2,93"
23/01/2004,"2,88","2,92"
22/01/2004,"2,88","2,92"
21/01/2004,"2,88","2,92"
20/01/2004,"2,87","2,91"
19/01/2004,"2,87","2,91"
16/01/2004,"2,87","2,91"
15/01/2004,"2,86","2,9"
14/01/2004,"2,86","2,9"
13/01/2004,"2,85","2,89"
12/1/2004,"2,85","2,89"
9/1/2004,"2,88","2,92"
8/1/2004,"2,88","2,92"
7/1/2004,"2,86","2,91"
6/1/2004,"2,85","2,9"
5/1/2004,"2,87","2,92"
2/1/2004,"2,9","2,95"
